hpo_id	hpo_name	gene_id
HP:0001250	Seizure	221692
HP:0011463	Childhood onset	79158
HP:0001419	X-linked recessive inheritance	65267
HP:0003829	Typified by incomplete penetrance	1861
HP:0000007	Autosomal recessive inheritance	10430
HP:0001250	Seizure	8635
HP:0000006	Autosomal dominant inheritance	2561
HP:0003593	Infantile onset	1785
HP:0003593	Infantile onset	64419
HP:0003621	Juvenile onset	491
HP:0000006	Autosomal dominant inheritance	6566
HP:0003621	Juvenile onset	50
HP:0003621	Juvenile onset	55857
HP:0000007	Autosomal recessive inheritance	3848
HP:0001824	Weight loss	3858
HP:0000007	Autosomal recessive inheritance	7450
HP:0003593	Infantile onset	55210
HP:0002783	Recurrent lower respiratory tract infections	4591
HP:0003621	Juvenile onset	23250
HP:0003496	Increased circulating IgM level	4068
HP:0000100	Nephrotic syndrome	3911
HP:0001250	Seizure	23600
HP:0002240	Hepatomegaly	5313
HP:0003593	Infantile onset	111
HP:0001250	Seizure	51117
HP:0000007	Autosomal recessive inheritance	7516
HP:0003621	Juvenile onset	4015
HP:0000006	Autosomal dominant inheritance	89884
HP:0001873	Thrombocytopenia	54205
HP:0011463	Childhood onset	59341
HP:0001508	Failure to thrive	128
HP:0001263	Global developmental delay	64359
HP:0000007	Autosomal recessive inheritance	55823
HP:0001873	Thrombocytopenia	4627
HP:0001250	Seizure	9254
HP:0003621	Juvenile onset	55526
HP:0000006	Autosomal dominant inheritance	2290
HP:0000729	Autistic behavior	8243
HP:0000729	Autistic behavior	9568
HP:0000729	Autistic behavior	22854
HP:0000007	Autosomal recessive inheritance	117581
HP:0001250	Seizure	4001
HP:0003621	Juvenile onset	10519
HP:0001250	Seizure	22983
HP:0001250	Seizure	6651
HP:0011463	Childhood onset	9895
HP:0003621	Juvenile onset	5978
HP:0001250	Seizure	673
HP:0001250	Seizure	4157
HP:0001250	Seizure	4893
HP:0001250	Seizure	5894
HP:0003593	Infantile onset	5336
HP:0100702	Arachnoid cyst	6326
HP:0000007	Autosomal recessive inheritance	64518
HP:0000007	Autosomal recessive inheritance	375611
HP:0000007	Autosomal recessive inheritance	10117
HP:0000007	Autosomal recessive inheritance	23090
HP:0000006	Autosomal dominant inheritance	7043
HP:0001250	Seizure	5277
HP:0001263	Global developmental delay	22796
HP:0001263	Global developmental delay	4131
HP:0001250	Seizure	4864
HP:0003593	Infantile onset	57152
HP:0001250	Seizure	10846
HP:0001250	Seizure	7030
HP:0011463	Childhood onset	148022
HP:0001508	Failure to thrive	3703
HP:0003593	Infantile onset	4329
HP:0001263	Global developmental delay	5162
HP:0000729	Autistic behavior	56896
HP:0003593	Infantile onset	4598
HP:0003593	Infantile onset	6774
HP:0001945	Fever	3572
HP:0011463	Childhood onset	2182
HP:0000006	Autosomal dominant inheritance	1296
HP:0000007	Autosomal recessive inheritance	462
HP:0000007	Autosomal recessive inheritance	5393
HP:0003593	Infantile onset	5195
HP:0001263	Global developmental delay	80185
HP:0000006	Autosomal dominant inheritance	338567
HP:0003593	Infantile onset	6389
HP:0001250	Seizure	486
HP:0002840	Lymphadenitis	3394
HP:0000007	Autosomal recessive inheritance	5618
HP:0001263	Global developmental delay	4853
HP:0000007	Autosomal recessive inheritance	57674
HP:0003593	Infantile onset	6884
HP:0011463	Childhood onset	22861
HP:0000007	Autosomal recessive inheritance	375307
HP:0001250	Seizure	3198
HP:0000006	Autosomal dominant inheritance	7003
HP:0003593	Infantile onset	23241
HP:0002719	Recurrent infections	3594
HP:0003621	Juvenile onset	9517
HP:0001903	Anemia	2122
HP:0001250	Seizure	8777
HP:0001250	Seizure	9440
HP:0001250	Seizure	205327
HP:0000006	Autosomal dominant inheritance	51142
HP:0001250	Seizure	56945
HP:0003593	Infantile onset	26175
HP:0011463	Childhood onset	2690
HP:0000006	Autosomal dominant inheritance	6731
HP:0002719	Recurrent infections	4629
HP:0000007	Autosomal recessive inheritance	5333
HP:0003593	Infantile onset	3778
HP:0000006	Autosomal dominant inheritance	22806
HP:0003621	Juvenile onset	4359
HP:0001250	Seizure	8659
HP:0002719	Recurrent infections	6135
HP:0003593	Infantile onset	57190
HP:0002090	Pneumonia	58
HP:0002090	Pneumonia	57190
HP:0000006	Autosomal dominant inheritance	5664
HP:0001873	Thrombocytopenia	6714
HP:0002202	Pleural effusion	11274
HP:0001250	Seizure	22995
HP:0011463	Childhood onset	6444
HP:0003593	Infantile onset	84466
HP:0001903	Anemia	4867
HP:0000006	Autosomal dominant inheritance	30817
HP:0000006	Autosomal dominant inheritance	57158
HP:0000007	Autosomal recessive inheritance	7156
HP:0000006	Autosomal dominant inheritance	11012
HP:0001250	Seizure	6535
HP:0003593	Infantile onset	2583
HP:0001250	Seizure	9054
HP:0000007	Autosomal recessive inheritance	5959
HP:0000007	Autosomal recessive inheritance	5961
HP:0000007	Autosomal recessive inheritance	6017
HP:0002384	Focal impaired awareness seizure	2258
HP:0001263	Global developmental delay	2316
HP:0000007	Autosomal recessive inheritance	10484
HP:0003593	Infantile onset	1353
HP:0000006	Autosomal dominant inheritance	5530
HP:0003073	Hypoalbuminemia	7019
HP:0000007	Autosomal recessive inheritance	100128927
HP:0000006	Autosomal dominant inheritance	6927
HP:0000969	Edema	10682
HP:0000007	Autosomal recessive inheritance	213
HP:0000007	Autosomal recessive inheritance	579
HP:0000007	Autosomal recessive inheritance	8092
HP:0002240	Hepatomegaly	3988
HP:0003593	Infantile onset	79693
HP:0000100	Nephrotic syndrome	8270
HP:0000100	Nephrotic syndrome	10785
HP:0000100	Nephrotic syndrome	51002
HP:0000100	Nephrotic syndrome	55644
HP:0000100	Nephrotic syndrome	55746
HP:0000100	Nephrotic syndrome	57122
HP:0000100	Nephrotic syndrome	79693
HP:0000100	Nephrotic syndrome	84520
HP:0000100	Nephrotic syndrome	84942
HP:0000100	Nephrotic syndrome	112858
HP:0001250	Seizure	4548
HP:0011463	Childhood onset	23259
HP:0003621	Juvenile onset	23516
HP:0002240	Hepatomegaly	100
HP:0000006	Autosomal dominant inheritance	54765
HP:0001250	Seizure	3735
HP:0000007	Autosomal recessive inheritance	727857
HP:0003593	Infantile onset	5297
HP:0005401	Recurrent candida infections	919
HP:0002719	Recurrent infections	915
HP:0002719	Recurrent infections	916
HP:0002719	Recurrent infections	919
HP:0001250	Seizure	54941
HP:0003621	Juvenile onset	80821
HP:0003621	Juvenile onset	219285
HP:0011463	Childhood onset	931
HP:0003621	Juvenile onset	8398
HP:0000007	Autosomal recessive inheritance	2657
HP:0001250	Seizure	2717
HP:0001419	X-linked recessive inheritance	1736
HP:0000006	Autosomal dominant inheritance	4653
HP:0001263	Global developmental delay	222663
HP:0000006	Autosomal dominant inheritance	2956
HP:0000006	Autosomal dominant inheritance	4437
HP:0000006	Autosomal dominant inheritance	27030
HP:0002783	Recurrent lower respiratory tract infections	5591
HP:0032283	Disseminated nontuberculous mycobacterial infection	8517
HP:0001250	Seizure	23230
HP:0001250	Seizure	1436
HP:0000006	Autosomal dominant inheritance	26022
HP:0000007	Autosomal recessive inheritance	3674
HP:0000778	Hypoplasia of the thymus	91754
HP:0001250	Seizure	51294
HP:0000006	Autosomal dominant inheritance	4072
HP:0000006	Autosomal dominant inheritance	581
HP:0000006	Autosomal dominant inheritance	595
HP:0000006	Autosomal dominant inheritance	673
HP:0000006	Autosomal dominant inheritance	699
HP:0000006	Autosomal dominant inheritance	701
HP:0000006	Autosomal dominant inheritance	1630
HP:0000006	Autosomal dominant inheritance	2261
HP:0000006	Autosomal dominant inheritance	4163
HP:0000006	Autosomal dominant inheritance	5157
HP:0000006	Autosomal dominant inheritance	5320
HP:0000006	Autosomal dominant inheritance	5782
HP:0000006	Autosomal dominant inheritance	5795
HP:0000006	Autosomal dominant inheritance	6790
HP:0000006	Autosomal dominant inheritance	8313
HP:0000006	Autosomal dominant inheritance	10395
HP:0000006	Autosomal dominant inheritance	25788
HP:0000007	Autosomal recessive inheritance	6606
HP:0000007	Autosomal recessive inheritance	9154
HP:0002783	Recurrent lower respiratory tract infections	4780
HP:0001250	Seizure	51341
HP:0000007	Autosomal recessive inheritance	335
HP:0000006	Autosomal dominant inheritance	151516
HP:0000083	Renal insufficiency	242
HP:0000083	Renal insufficiency	6820
HP:0000083	Renal insufficiency	7051
HP:0000083	Renal insufficiency	26154
HP:0000083	Renal insufficiency	59344
HP:0000083	Renal insufficiency	121214
HP:0000083	Renal insufficiency	126410
HP:0000083	Renal insufficiency	151516
HP:0000083	Renal insufficiency	348938
HP:0000083	Renal insufficiency	643418
HP:0003593	Infantile onset	54676
HP:0001419	X-linked recessive inheritance	10916
HP:0011463	Childhood onset	5950
HP:0003829	Typified by incomplete penetrance	2705
HP:0003593	Infantile onset	3614
HP:0000006	Autosomal dominant inheritance	3207
HP:0001263	Global developmental delay	9126
HP:0003593	Infantile onset	57679
HP:0000007	Autosomal recessive inheritance	5352
HP:0000007	Autosomal recessive inheritance	153241
HP:0000006	Autosomal dominant inheritance	8200
HP:0011463	Childhood onset	1298
HP:0003621	Juvenile onset	4808
HP:0002014	Diarrhea	197322
HP:0002384	Focal impaired awareness seizure	2055
HP:0003621	Juvenile onset	2055
HP:0001250	Seizure	1201
HP:0000006	Autosomal dominant inheritance	8314
HP:0001250	Seizure	9939
HP:0003621	Juvenile onset	84842
HP:0001263	Global developmental delay	2744
HP:0001250	Seizure	63901
HP:0000007	Autosomal recessive inheritance	80207
HP:0001250	Seizure	80169
HP:0003621	Juvenile onset	16
HP:0001263	Global developmental delay	129685
HP:0002014	Diarrhea	29851
HP:0001250	Seizure	80155
HP:0002840	Lymphadenitis	4598
HP:0000007	Autosomal recessive inheritance	51750
HP:0001263	Global developmental delay	65057
HP:0001508	Failure to thrive	5073
HP:0000006	Autosomal dominant inheritance	1410
HP:0003593	Infantile onset	57156
HP:0003621	Juvenile onset	6338
HP:0000006	Autosomal dominant inheritance	9149
HP:0001250	Seizure	4952
HP:0003593	Infantile onset	4724
HP:0001250	Seizure	56270
HP:0000007	Autosomal recessive inheritance	8468
HP:0001433	Hepatosplenomegaly	3043
HP:0001250	Seizure	3785
HP:0003593	Infantile onset	29925
HP:0003621	Juvenile onset	745
HP:0001250	Seizure	147372
HP:0001250	Seizure	9508
HP:0001250	Seizure	79633
HP:0001744	Splenomegaly	147372
HP:0000007	Autosomal recessive inheritance	7200
HP:0002240	Hepatomegaly	9842
HP:0000006	Autosomal dominant inheritance	1857
HP:0000007	Autosomal recessive inheritance	89781
HP:0002240	Hepatomegaly	112812
HP:0001250	Seizure	833
HP:0003593	Infantile onset	55628
HP:0000006	Autosomal dominant inheritance	55636
HP:0001263	Global developmental delay	5885
HP:0000006	Autosomal dominant inheritance	2200
HP:0001250	Seizure	3340
HP:0001250	Seizure	2590
HP:0000007	Autosomal recessive inheritance	4883
HP:0000006	Autosomal dominant inheritance	51062
HP:0001263	Global developmental delay	11154
HP:0000007	Autosomal recessive inheritance	2160
HP:0001508	Failure to thrive	5971
HP:0002202	Pleural effusion	9780
HP:0001250	Seizure	4126
HP:0003593	Infantile onset	87178
HP:0000007	Autosomal recessive inheritance	79659
HP:0000007	Autosomal recessive inheritance	717
HP:0000007	Autosomal recessive inheritance	23438
HP:0005575	Hemolytic-uremic syndrome	29071
HP:0003593	Infantile onset	3507
HP:0001508	Failure to thrive	973
HP:0001508	Failure to thrive	974
HP:0001508	Failure to thrive	3543
HP:0001508	Failure to thrive	5295
HP:0001508	Failure to thrive	6688
HP:0001508	Failure to thrive	6929
HP:0001508	Failure to thrive	7922
HP:0001508	Failure to thrive	29760
HP:0001508	Failure to thrive	56262
HP:0001945	Fever	3507
HP:0002240	Hepatomegaly	5692
HP:0002240	Hepatomegaly	5698
HP:0001263	Global developmental delay	6712
HP:0000007	Autosomal recessive inheritance	1758
HP:0001250	Seizure	1758
HP:0001250	Seizure	3763
HP:0011463	Childhood onset	8893
HP:0002240	Hepatomegaly	8737
HP:0000006	Autosomal dominant inheritance	783
HP:0011463	Childhood onset	9131
HP:0001250	Seizure	51780
HP:0002384	Focal impaired awareness seizure	2898
HP:0000006	Autosomal dominant inheritance	4149
HP:0000006	Autosomal dominant inheritance	5979
HP:0000006	Autosomal dominant inheritance	7428
HP:0000006	Autosomal dominant inheritance	55654
HP:0000007	Autosomal recessive inheritance	57591
HP:0001250	Seizure	3032
HP:0001250	Seizure	3030
HP:0011463	Childhood onset	4952
HP:0001263	Global developmental delay	10283
HP:0000007	Autosomal recessive inheritance	1675
HP:0000006	Autosomal dominant inheritance	859
HP:0001250	Seizure	10847
HP:0001263	Global developmental delay	25871
HP:0003621	Juvenile onset	8890
HP:0000006	Autosomal dominant inheritance	3872
HP:0001263	Global developmental delay	2678
HP:0000006	Autosomal dominant inheritance	1278
HP:0000007	Autosomal recessive inheritance	768206
HP:0003621	Juvenile onset	7139
HP:0000083	Renal insufficiency	1187
HP:0000083	Renal insufficiency	1188
HP:0001508	Failure to thrive	7809
HP:0000007	Autosomal recessive inheritance	112752
HP:0002014	Diarrhea	28755
HP:0001263	Global developmental delay	9474
HP:0003621	Juvenile onset	6843
HP:0000006	Autosomal dominant inheritance	51086
HP:0003593	Infantile onset	6390
HP:0003593	Infantile onset	2077
HP:0001508	Failure to thrive	987
HP:0000006	Autosomal dominant inheritance	6327
HP:0001873	Thrombocytopenia	22852
HP:0001250	Seizure	10717
HP:0001508	Failure to thrive	6261
HP:0000006	Autosomal dominant inheritance	1286
HP:0000083	Renal insufficiency	8029
HP:0000007	Autosomal recessive inheritance	10379
HP:0001250	Seizure	30000
HP:0000007	Autosomal recessive inheritance	25930
HP:0003621	Juvenile onset	84343
HP:0001250	Seizure	132158
HP:0000006	Autosomal dominant inheritance	4597
HP:0000006	Autosomal dominant inheritance	5324
HP:0000006	Autosomal dominant inheritance	3181
HP:0001508	Failure to thrive	2019
HP:0002014	Diarrhea	5896
HP:0002014	Diarrhea	5897
HP:0001250	Seizure	6418
HP:0001263	Global developmental delay	3798
HP:0000007	Autosomal recessive inheritance	10881
HP:0000007	Autosomal recessive inheritance	2936
HP:0000006	Autosomal dominant inheritance	80114
HP:0001433	Hepatosplenomegaly	2629
HP:0003621	Juvenile onset	3777
HP:0001250	Seizure	4774
HP:0003593	Infantile onset	51501
HP:0000006	Autosomal dominant inheritance	55596
HP:0003621	Juvenile onset	755
HP:0000006	Autosomal dominant inheritance	5376
HP:0000007	Autosomal recessive inheritance	83449
HP:0000007	Autosomal recessive inheritance	80254
HP:0000006	Autosomal dominant inheritance	5592
HP:0000083	Renal insufficiency	3043
HP:0011463	Childhood onset	84839
HP:0001263	Global developmental delay	1763
HP:0001419	X-linked recessive inheritance	2623
HP:0001250	Seizure	2778
HP:0001250	Seizure	6389
HP:0001824	Weight loss	644096
HP:0001250	Seizure	9759
HP:0000007	Autosomal recessive inheritance	9200
HP:0003621	Juvenile onset	59345
HP:0001263	Global developmental delay	100151683
HP:0000007	Autosomal recessive inheritance	5345
HP:0003621	Juvenile onset	7137
HP:0002240	Hepatomegaly	37
HP:0001250	Seizure	3912
HP:0011463	Childhood onset	10516
HP:0001250	Seizure	84842
HP:0000007	Autosomal recessive inheritance	283652
HP:0011463	Childhood onset	7068
HP:0001250	Seizure	1654
HP:0000007	Autosomal recessive inheritance	7138
HP:0001250	Seizure	5879
HP:0000007	Autosomal recessive inheritance	2048
HP:0003593	Infantile onset	2067
HP:0001250	Seizure	2067
HP:0001250	Seizure	2074
HP:0001522	Death in infancy	2068
HP:0001522	Death in infancy	2073
HP:0000006	Autosomal dominant inheritance	1969
HP:0000006	Autosomal dominant inheritance	6100
HP:0000007	Autosomal recessive inheritance	9401
HP:0003621	Juvenile onset	60509
HP:0000006	Autosomal dominant inheritance	6141
HP:0000007	Autosomal recessive inheritance	2121
HP:0000007	Autosomal recessive inheritance	132884
HP:0001508	Failure to thrive	2735
HP:0001508	Failure to thrive	5566
HP:0001508	Failure to thrive	5567
HP:0001508	Failure to thrive	51626
HP:0011463	Childhood onset	1436
HP:0000100	Nephrotic syndrome	595
HP:0002783	Recurrent lower respiratory tract infections	7407
HP:0002240	Hepatomegaly	3911
HP:0003621	Juvenile onset	84138
HP:0003593	Infantile onset	282809
HP:0002240	Hepatomegaly	23116
HP:0001250	Seizure	5279
HP:0001263	Global developmental delay	1802
HP:0011463	Childhood onset	81570
HP:0001508	Failure to thrive	1136
HP:0003621	Juvenile onset	57165
HP:0006530	Abnormal pulmonary interstitial morphology	2077
HP:0003593	Infantile onset	2260
HP:0000007	Autosomal recessive inheritance	342035
HP:0003593	Infantile onset	25939
HP:0001263	Global developmental delay	103
HP:0001263	Global developmental delay	10535
HP:0001263	Global developmental delay	11277
HP:0001263	Global developmental delay	64135
HP:0001263	Global developmental delay	79621
HP:0001263	Global developmental delay	84153
HP:0001263	Global developmental delay	134353
HP:0001263	Global developmental delay	100147744
HP:0001250	Seizure	25939
HP:0000007	Autosomal recessive inheritance	115650
HP:0000007	Autosomal recessive inheritance	124583
HP:0001903	Anemia	27034
HP:0003593	Infantile onset	6678
HP:0000007	Autosomal recessive inheritance	203859
HP:0000007	Autosomal recessive inheritance	10273
HP:0003621	Juvenile onset	859
HP:0001873	Thrombocytopenia	5328
HP:0001250	Seizure	11019
HP:0000007	Autosomal recessive inheritance	8754
HP:0000006	Autosomal dominant inheritance	4014
HP:0001250	Seizure	57680
HP:0001250	Seizure	4208
HP:0001250	Seizure	3954
HP:0000007	Autosomal recessive inheritance	25790
HP:0000969	Edema	1134
HP:0000969	Edema	1144
HP:0000969	Edema	1146
HP:0003593	Infantile onset	60482
HP:0003621	Juvenile onset	8204
HP:0003593	Infantile onset	6597
HP:0002514	Cerebral calcification	6598
HP:0003593	Infantile onset	7421
HP:0001263	Global developmental delay	54496
HP:0000006	Autosomal dominant inheritance	9423
HP:0001263	Global developmental delay	78989
HP:0000006	Autosomal dominant inheritance	55065
HP:0000007	Autosomal recessive inheritance	268
HP:0000007	Autosomal recessive inheritance	269
HP:0000007	Autosomal recessive inheritance	5406
HP:0011463	Childhood onset	1261
HP:0001419	X-linked recessive inheritance	286464
HP:0001250	Seizure	9526
HP:0011463	Childhood onset	23111
HP:0000007	Autosomal recessive inheritance	7299
HP:0001508	Failure to thrive	84693
HP:0000007	Autosomal recessive inheritance	4352
HP:0001873	Thrombocytopenia	7066
HP:0002240	Hepatomegaly	57128
HP:0000006	Autosomal dominant inheritance	10846
HP:0002135	Basal ganglia calcification	116442
HP:0000007	Autosomal recessive inheritance	7473
HP:0003621	Juvenile onset	1121
HP:0003829	Typified by incomplete penetrance	6513
HP:0000007	Autosomal recessive inheritance	10940
HP:0000083	Renal insufficiency	54757
HP:0003621	Juvenile onset	63910
HP:0000006	Autosomal dominant inheritance	4629
HP:0001945	Fever	3350
HP:0011463	Childhood onset	9180
HP:0000006	Autosomal dominant inheritance	6201
HP:0000007	Autosomal recessive inheritance	4233
HP:0000007	Autosomal recessive inheritance	27148
HP:0001903	Anemia	6137
HP:0001250	Seizure	10533
HP:0000007	Autosomal recessive inheritance	10908
HP:0000006	Autosomal dominant inheritance	9896
HP:0002783	Recurrent lower respiratory tract infections	472
HP:0011463	Childhood onset	55325
HP:0000007	Autosomal recessive inheritance	2488
HP:0001250	Seizure	1950
HP:0020086	BCGitis	3593
HP:0003621	Juvenile onset	79991
HP:0001263	Global developmental delay	3176
HP:0000007	Autosomal recessive inheritance	1244
HP:0000006	Autosomal dominant inheritance	5308
HP:0000006	Autosomal dominant inheritance	1453
HP:0000007	Autosomal recessive inheritance	3321
HP:0000007	Autosomal recessive inheritance	23370
HP:0001250	Seizure	57514
HP:0001508	Failure to thrive	3516
HP:0001508	Failure to thrive	4851
HP:0001508	Failure to thrive	54567
HP:0001508	Failure to thrive	57514
HP:0001508	Failure to thrive	57572
HP:0001508	Failure to thrive	285203
HP:0003829	Typified by incomplete penetrance	112476
HP:0011463	Childhood onset	22948
HP:0000006	Autosomal dominant inheritance	2626
HP:0001250	Seizure	6853
HP:0002384	Focal impaired awareness seizure	163175
HP:0000007	Autosomal recessive inheritance	6809
HP:0001263	Global developmental delay	8289
HP:0001250	Seizure	23102
HP:0003829	Typified by incomplete penetrance	78987
HP:0003621	Juvenile onset	50940
HP:0003621	Juvenile onset	23193
HP:0001263	Global developmental delay	5144
HP:0000007	Autosomal recessive inheritance	80776
HP:0000007	Autosomal recessive inheritance	23529
HP:0001263	Global developmental delay	673
HP:0001263	Global developmental delay	5781
HP:0001263	Global developmental delay	5894
HP:0003593	Infantile onset	4052
HP:0000006	Autosomal dominant inheritance	3850
HP:0000007	Autosomal recessive inheritance	9851
HP:0002014	Diarrhea	9948
HP:0001250	Seizure	2639
HP:0000007	Autosomal recessive inheritance	54101
HP:0000969	Edema	29968
HP:0003621	Juvenile onset	7879
HP:0003593	Infantile onset	10845
HP:0002202	Pleural effusion	10203
HP:0000006	Autosomal dominant inheritance	10755
HP:0002135	Basal ganglia calcification	134353
HP:0001250	Seizure	200424
HP:0025435	Increased circulating lactate dehydrogenase concentration	8398
HP:0002014	Diarrhea	3158
HP:0000006	Autosomal dominant inheritance	5216
HP:0003829	Typified by incomplete penetrance	4976
HP:0001250	Seizure	10059
HP:0003819	Death in childhood	57158
HP:0002014	Diarrhea	6335
HP:0003593	Infantile onset	23389
HP:0011463	Childhood onset	4747
HP:0003593	Infantile onset	5605
HP:0001263	Global developmental delay	3845
HP:0001263	Global developmental delay	5604
HP:0003593	Infantile onset	1406
HP:0000006	Autosomal dominant inheritance	478
HP:0001250	Seizure	6507
HP:0002014	Diarrhea	477
HP:0002014	Diarrhea	478
HP:0002014	Diarrhea	773
HP:0001522	Death in infancy	29957
HP:0003593	Infantile onset	92749
HP:0000007	Autosomal recessive inheritance	1080
HP:0002240	Hepatomegaly	4000
HP:0000007	Autosomal recessive inheritance	6472
HP:0001250	Seizure	10300
HP:0011463	Childhood onset	145226
HP:0000007	Autosomal recessive inheritance	111
HP:0000006	Autosomal dominant inheritance	2558
HP:0000007	Autosomal recessive inheritance	51168
HP:0003593	Infantile onset	7143
HP:0001250	Seizure	8131
HP:0000729	Autistic behavior	8131
HP:0000729	Autistic behavior	9681
HP:0000729	Autistic behavior	10641
HP:0002384	Focal impaired awareness seizure	57020
HP:0003621	Juvenile onset	7507
HP:0000006	Autosomal dominant inheritance	57167
HP:0001250	Seizure	79796
HP:0003593	Infantile onset	1545
HP:0003621	Juvenile onset	70
HP:0001522	Death in infancy	10013
HP:0000007	Autosomal recessive inheritance	23288
HP:0001250	Seizure	26173
HP:0003621	Juvenile onset	51062
HP:0011227	Elevated circulating C-reactive protein concentration	3689
HP:0000006	Autosomal dominant inheritance	5925
HP:0000006	Autosomal dominant inheritance	6092
HP:0002113	Pulmonary infiltrates	5557
HP:0001419	X-linked recessive inheritance	3547
HP:0000083	Renal insufficiency	7490
HP:0001263	Global developmental delay	65055
HP:0000007	Autosomal recessive inheritance	5934
HP:0003593	Infantile onset	57688
HP:0001250	Seizure	593
HP:0002783	Recurrent lower respiratory tract infections	959
HP:0001250	Seizure	55773
HP:0000006	Autosomal dominant inheritance	1816
HP:0003593	Infantile onset	2990
HP:0003621	Juvenile onset	3736
HP:0002240	Hepatomegaly	8482
HP:0000006	Autosomal dominant inheritance	1500
HP:0003621	Juvenile onset	3098
HP:0000007	Autosomal recessive inheritance	23363
HP:0001508	Failure to thrive	10059
HP:0000007	Autosomal recessive inheritance	8838
HP:0000007	Autosomal recessive inheritance	91147
HP:0001250	Seizure	100131801
HP:0003593	Infantile onset	3737
HP:0002240	Hepatomegaly	57104
HP:0000006	Autosomal dominant inheritance	3064
HP:0001250	Seizure	6515
HP:0001250	Seizure	23209
HP:0001250	Seizure	220296
HP:0000006	Autosomal dominant inheritance	162514
HP:0003621	Juvenile onset	79639
HP:0003565	Elevated erythrocyte sedimentation rate	1314
HP:0000007	Autosomal recessive inheritance	7038
HP:0000006	Autosomal dominant inheritance	55737
HP:0000007	Autosomal recessive inheritance	440435
HP:0001250	Seizure	224
HP:0001903	Anemia	54809
HP:0001263	Global developmental delay	7086
HP:0002240	Hepatomegaly	6948
HP:0000007	Autosomal recessive inheritance	152926
HP:0011463	Childhood onset	50484
HP:0000006	Autosomal dominant inheritance	57492
HP:0001433	Hepatosplenomegaly	51473
HP:0001433	Hepatosplenomegaly	91147
HP:0000006	Autosomal dominant inheritance	5950
HP:0003621	Juvenile onset	6331
HP:0002240	Hepatomegaly	8943
HP:0001263	Global developmental delay	84068
HP:0003593	Infantile onset	50
HP:0000007	Autosomal recessive inheritance	5913
HP:0000007	Autosomal recessive inheritance	4436
HP:0003621	Juvenile onset	7169
HP:0000007	Autosomal recessive inheritance	54499
HP:0003593	Infantile onset	2056
HP:0001250	Seizure	26227
HP:0000006	Autosomal dominant inheritance	402
HP:0011463	Childhood onset	326
HP:0011463	Childhood onset	23093
HP:0011463	Childhood onset	9927
HP:0003829	Typified by incomplete penetrance	25913
HP:0000006	Autosomal dominant inheritance	94137
HP:0000006	Autosomal dominant inheritance	79574
HP:0003621	Juvenile onset	92935
HP:0003621	Juvenile onset	2273
HP:0001250	Seizure	2146
HP:0001263	Global developmental delay	8726
HP:0001263	Global developmental delay	23512
HP:0001263	Global developmental delay	64324
HP:0001250	Seizure	3376
HP:0003593	Infantile onset	7545
HP:0003621	Juvenile onset	83723
HP:0000007	Autosomal recessive inheritance	4647
HP:0000006	Autosomal dominant inheritance	4322
HP:0001250	Seizure	1806
HP:0001250	Seizure	23112
HP:0001508	Failure to thrive	673
HP:0000006	Autosomal dominant inheritance	1071
HP:0000006	Autosomal dominant inheritance	2542
HP:0000006	Autosomal dominant inheritance	5604
HP:0000006	Autosomal dominant inheritance	1041
HP:0000007	Autosomal recessive inheritance	57670
HP:0000006	Autosomal dominant inheritance	23001
HP:0000006	Autosomal dominant inheritance	4921
HP:0000006	Autosomal dominant inheritance	121391
HP:0001250	Seizure	5813
HP:0000007	Autosomal recessive inheritance	55130
HP:0001419	X-linked recessive inheritance	3561
HP:0000006	Autosomal dominant inheritance	8675
HP:0000006	Autosomal dominant inheritance	149775
HP:0000007	Autosomal recessive inheritance	403
HP:0011463	Childhood onset	7062
HP:0003593	Infantile onset	57863
HP:0001250	Seizure	275
HP:0000007	Autosomal recessive inheritance	2159
HP:0001263	Global developmental delay	191
HP:0001250	Seizure	4297
HP:0001263	Global developmental delay	55691
HP:0001824	Weight loss	5621
HP:0003593	Infantile onset	7286
HP:0000007	Autosomal recessive inheritance	2035
HP:0001263	Global developmental delay	4659
HP:0001250	Seizure	20
HP:0003593	Infantile onset	114548
HP:0003593	Infantile onset	23203
HP:0001894	Thrombocytosis	4141
HP:0000006	Autosomal dominant inheritance	128178
HP:0000007	Autosomal recessive inheritance	10747
HP:0001250	Seizure	29072
HP:0003593	Infantile onset	11212
HP:0001250	Seizure	501
HP:0001250	Seizure	11212
HP:0000007	Autosomal recessive inheritance	731
HP:0011463	Childhood onset	9757
HP:0000007	Autosomal recessive inheritance	91179
HP:0001250	Seizure	288
HP:0003621	Juvenile onset	1584
HP:0001250	Seizure	113246
HP:0000006	Autosomal dominant inheritance	55505
HP:0003621	Juvenile onset	5293
HP:0002014	Diarrhea	324
HP:0000007	Autosomal recessive inheritance	91461
HP:0000006	Autosomal dominant inheritance	11146
HP:0001903	Anemia	6522
HP:0001903	Anemia	55278
HP:0000007	Autosomal recessive inheritance	10861
HP:0000006	Autosomal dominant inheritance	10253
HP:0002719	Recurrent infections	3643
HP:0002014	Diarrhea	4689
HP:0001250	Seizure	114034
HP:0001263	Global developmental delay	9562
HP:0001263	Global developmental delay	5116
HP:0000007	Autosomal recessive inheritance	286053
HP:0003593	Infantile onset	55599
HP:0003621	Juvenile onset	51364
HP:0002202	Pleural effusion	738
HP:0000007	Autosomal recessive inheritance	8787
